dstport,protocol,tag
5,eigrp,SV_2
5,trunk-1,SV_1
5,manet,SV_1
4,ospfigp,SV_2
5,udplite,SV_4
1,pup,SV_5
2,compaq-peer,SV_5
5,scc-sp,SV_3
2,idrp,SV_5
1,dcn-meas,SV_3
3,sun-nd,SV_2
3,skip,SV_5
2,stp,SV_4
3,rsvp,SV_2
2,ipv4,SV_1
5,sprite-rpc,SV_3
1,wesp,SV_4
5,a/n,SV_3
3,rohc,SV_4
2,iptm,SV_4
4,fire,SV_5
4,ethernet,SV_4
2,ipv6-route,SV_3
3,crudp,SV_2
3,argus (deprecated),SV_2
2,i-nlsp,SV_4
2,anydfs,SV_4
5,anyprivencscheme,SV_1
4,emcon,SV_4
4,dcn-meas,SV_1
5,wb-expak,SV_3
4,il,SV_4
2,ipv6-route,SV_2
5,argus (deprecated),SV_2
5,ipv6,SV_2
3,esp,SV_2
5,bna,SV_4
3,iatp,SV_1
4,rohc,SV_5
3,srp,SV_4
1,ethernet,SV_4
2,iptm,SV_3
5,ipip,SV_4
4,cftp,SV_4
3,cftp,SV_4
5,icmp,SV_4
3,mpls-in-ip,SV_2
4,ospfigp,SV_5
5,wsn,SV_1
1,cphb,SV_5
3,tcf,SV_3
5,shim6,SV_3
2,pvp,SV_2
2,hip,SV_2
3,skip,SV_4
2,netblt,SV_5
3,tcf,SV_1
4,trunk-2,SV_4
5,merit-inp,SV_2
5,udplite,SV_2
1,nsh,SV_3
2,dccp,SV_5
3,iptm,SV_3
4,il,SV_2
3,dcn-meas,SV_2
1,mtp,SV_5
3,idpr,SV_1
4,icmp,SV_2
3,3pc,SV_5
3,cftp,SV_4
5,argus (deprecated),SV_1
4,leaf-2,SV_1
2,eigrp,SV_1
4,ipv6-opts,SV_2
5,anydfs,SV_1
3,ggp,SV_3
1,dsr,SV_1
2,ddx,SV_2
5,eigrp,SV_4
1,tp++,SV_2
3,sprite-rpc,SV_1
2,wsn,SV_4
1,egp,SV_5
5,ddx,SV_3
2,micp (deprecated),SV_1
2,dgp,SV_5
4,nvp-ii,SV_3
3,esp,SV_3
4,iso-tp4,SV_1
3,min-ipv4,SV_1
2,leaf-2,SV_5
3,hopopt,SV_1
4,nvp-ii,SV_5
3,sscopmce,SV_3
4,skip,SV_5
1,tcf,SV_3
2,ipv6-nonxt,SV_4
5,xtp,SV_3
1,trunk-2,SV_5
2,min-ipv4,SV_2
3,wsn,SV_5
4,pgm,SV_1
1,tlsp,SV_5
4,ipv6-nonxt,SV_4
3,ipv6,SV_4
1,sun-nd,SV_4
3,igp,SV_3
5,ippc,SV_2
4,ospfigp,SV_4
5,any0hopprotocol,SV_1
2,stp,SV_5
3,anyprivencscheme,SV_4
5,wsn,SV_2
1,srp,SV_1
2,idrp,SV_5
1,ethernet,SV_2
2,argus (deprecated),SV_2
1,fire,SV_2
1,ipip,SV_4
5,ipv6-nonxt,SV_2
3,pvp,SV_2
5,nsh,SV_4
4,3pc,SV_3
1,pim,SV_1
4,sprite-rpc,SV_4
3,sm (deprecated),SV_1
4,hip,SV_1
3,ddp,SV_1
5,vines,SV_3
4,udp,SV_5
4,uti,SV_4
5,nvp-ii,SV_3
5,ipv6-nonxt,SV_3
1,trunk-2,SV_3
4,fire,SV_3
2,ah,SV_5
3,il,SV_5
1,ptp,SV_1
2,ethernet,SV_1
4,pnni,SV_3
1,hmp,SV_2
3,cpnx,SV_5
5,crtp,SV_3
4,crudp,SV_5
1,ospfigp,SV_5
4,dgp,SV_3
4,br-sat-mon,SV_5
1,anydfs,SV_4
5,reserved,SV_3
3,sm (deprecated),SV_2
1,crudp,SV_5
4,skip,SV_2
2,anylocalnetwork,SV_2
5,hmp,SV_2
5,vmtp,SV_3
5,tcf,SV_2
3,aggfrag,SV_5
5,gmtp,SV_1
5,ospfigp,SV_4
5,ippc,SV_2
4,emcon,SV_3
2,sat-expak,SV_4
2,scps,SV_3
5,ddp,SV_3
5,micp (deprecated),SV_2
3,dgp,SV_5
5,ipv6,SV_4
4,pnni,SV_2
1,ipv6-route,SV_5
5,mobility header,SV_5
2,scps,SV_5
4,aggfrag,SV_5
3,reserved,SV_5
5,rohc,SV_4
2,gre,SV_3
4,ipx-in-ip,SV_4
3,ippc,SV_4
2,l2tp,SV_4
1,ddx,SV_4
3,visa,SV_3
3,pim,SV_1
3,ipv6-frag,SV_4
3,fire,SV_1
1,sat-expak,SV_3
2,sctp,SV_2
3,vmtp,SV_4
2,irtp,SV_4
2,cphb,SV_3
4,pvp,SV_2
4,hopopt,SV_2
3,ospfigp,SV_5
2,fire,SV_4
3,sctp,SV_1
3,tp++,SV_1
5,vmtp,SV_5
3,dcn-meas,SV_5
4,iptm,SV_4
1,compaq-peer,SV_3
4,eigrp,SV_4
4,mobility header,SV_1
1,pvp,SV_5
1,fc,SV_3
2,fc,SV_4
5,crudp,SV_1
2,swipe (deprecated),SV_1
4,iplt,SV_3
5,manet,SV_1
4,swipe (deprecated),SV_3
5,ax.25,SV_5
3,leaf-1,SV_4
2,cpnx,SV_2
1,iplt,SV_1
3,merit-inp,SV_2
4,mfe-nsp,SV_1
1,rsvp-e2e-ignore,SV_3
4,snp,SV_2
3,iso-ip,SV_1
2,ddx,SV_3
4,merit-inp,SV_1
2,anylocalnetwork,SV_3
3,micp (deprecated),SV_5
5,xtp,SV_5
4,ipv6-icmp,SV_1
5,bbn-rcc-mon,SV_2
3,wb-mon,SV_3
2,rohc,SV_2
4,aris,SV_1
4,leaf-1,SV_1
2,xnet,SV_5
4,reserved,SV_5
5,vrrp,SV_3
3,uti,SV_3
3,netblt,SV_4
5,ipip,SV_2
1,bna,SV_4
1,iplt,SV_4
3,ipip,SV_2
2,igp,SV_2
1,manet,SV_2
2,cpnx,SV_4
3,sun-nd,SV_3
5,idpr-cmtp,SV_1
4,micp (deprecated),SV_4
2,netblt,SV_5
2,ah,SV_4
3,larp,SV_1
2,tcp,SV_2
4,st,SV_5
2,compaq-peer,SV_4
3,trunk-2,SV_4
2,ipv6-nonxt,SV_4
3,ax.25,SV_5
2,idpr,SV_4
2,dccp,SV_1
2,cpnx,SV_3
2,wesp,SV_1
1,dsr,SV_5
4,fire,SV_2
2,mpls-in-ip,SV_1
5,reserved,SV_5
3,vines,SV_2
5,pim,SV_1
5,wb-mon,SV_4
1,ippc,SV_3
5,skip,SV_5
1,aggfrag,SV_2
3,ifmp,SV_2
4,crtp,SV_4
5,fc,SV_4
4,pim,SV_1
1,cftp,SV_5
3,chaos,SV_5
3,kryptolan,SV_4
3,scps,SV_3
1,cphb,SV_2
1,cphb,SV_2
2,ipv4,SV_5
3,sps,SV_4
4,mobility header,SV_2
2,shim6,SV_3
5,ipx-in-ip,SV_1
1,gre,SV_1
4,netblt,SV_3
5,sctp,SV_4
4,srp,SV_1
2,netblt,SV_2
3,hip,SV_5
2,qnx,SV_3
1,rvd,SV_4
3,cphb,SV_2
4,egp,SV_2
3,any0hopprotocol,SV_1
4,reserved,SV_3
1,sscopmce,SV_5
2,mobility header,SV_4
5,iatp,SV_5
2,rohc,SV_5
4,wb-mon,SV_5
1,scc-sp,SV_3
5,reserved,SV_2
2,dgp,SV_3
5,isis over ipv4,SV_1
2,sm (deprecated),SV_5
1,wsn,SV_4
5,dcn-meas,SV_2
2,isis over ipv4,SV_3
5,nsh,SV_4
1,trunk-2,SV_4
5,gmtp,SV_2
1,sprite-rpc,SV_1
3,udp,SV_4
2,esp,SV_5
5,rsvp-e2e-ignore,SV_5
5,ipv6,SV_5
5,crtp,SV_3
1,fc,SV_3
5,tp++,SV_4
5,leaf-2,SV_4
5,wsn,SV_1
1,sat-mon,SV_1
1,trunk-2,SV_2
3,xnet,SV_5
5,irtp,SV_1
3,dccp,SV_2
2,tcp,SV_2
4,pgm,SV_4
2,br-sat-mon,SV_4
4,manet,SV_4
2,gre,SV_3
5,ipv6,SV_1
3,br-sat-mon,SV_2
4,xtp,SV_2
5,rvd,SV_1
1,etherip,SV_2
5,larp,SV_4
4,smp,SV_3
1,ipip,SV_1
1,ospfigp,SV_5
3,wsn,SV_5
4,wesp,SV_2
1,aggfrag,SV_1
2,udp,SV_5
5,a/n,SV_2
4,isis over ipv4,SV_4
2,mfe-nsp,SV_3
5,hmp,SV_3
2,bna,SV_4
4,ddp,SV_1
4,mux,SV_2
4,wsn,SV_2
2,uti,SV_4
4,narp,SV_1
4,bna,SV_4
2,visa,SV_2
4,pim,SV_3
1,rohc,SV_2
4,idrp,SV_2
2,ggp,SV_3
3,udp,SV_5
5,aggfrag,SV_3
4,br-sat-mon,SV_4
2,compaq-peer,SV_3
2,encap,SV_3
5,sat-mon,SV_3
3,srp,SV_3
2,mfe-nsp,SV_3
5,hopopt,SV_4
1,qnx,SV_3
5,mobility header,SV_3
4,br-sat-mon,SV_4
3,uti,SV_2
3,rohc,SV_1
4,iso-ip,SV_5
3,cftp,SV_3
4,gmtp,SV_1
1,sm (deprecated),SV_2
5,dcn-meas,SV_1
5,mfe-nsp,SV_5
4,rsvp,SV_4
3,st,SV_3
4,dgp,SV_1
1,trunk-2,SV_2
3,dcn-meas,SV_1
3,egp,SV_5
3,leaf-1,SV_1
2,il,SV_5
3,mux,SV_4
3,sat-mon,SV_5
1,xtp,SV_4
4,fire,SV_5
2,sun-nd,SV_4
3,udplite,SV_1
1,igmp,SV_5
1,tlsp,SV_2
3,scps,SV_5
3,iso-ip,SV_1
5,ddp,SV_3
2,gmtp,SV_3
4,br-sat-mon,SV_4
1,visa,SV_3
4,leaf-1,SV_2
2,wb-expak,SV_5
3,encap,SV_2
4,ipv6-route,SV_2
1,manet,SV_1
3,vmtp,SV_2
3,chaos,SV_2
5,sscopmce,SV_1
4,nsh,SV_4
1,il,SV_1
5,dcn-meas,SV_3
2,scps,SV_1
3,trunk-1,SV_4
5,sctp,SV_2
2,isis over ipv4,SV_1
5,bbn-rcc-mon,SV_4
5,anyprivencscheme,SV_5
2,pipe,SV_4
2,tp++,SV_4
2,leaf-1,SV_5
5,dccp,SV_1
5,trunk-2,SV_1
4,gmtp,SV_5
1,sps,SV_5
4,anylocalnetwork,SV_5
2,gre,SV_3
3,leaf-1,SV_1
5,l2tp,SV_2
3,leaf-2,SV_1
3,gmtp,SV_5
4,gre,SV_4
1,manet,SV_4
5,ipv6-nonxt,SV_2
5,ippc,SV_3
2,hmp,SV_4
3,pipe,SV_2
1,nsfnet-igp,SV_2
5,trunk-2,SV_2
1,gmtp,SV_4
3,swipe (deprecated),SV_3
5,ggp,SV_1
4,sat-expak,SV_2
2,ipv6-nonxt,SV_4
3,visa,SV_5
5,etherip,SV_2
1,aggfrag,SV_1
2,uti,SV_1
5,secure-vmtp,SV_5
4,iatp,SV_4
3,aggfrag,SV_4
1,xns-idp,SV_1
3,ddp,SV_1
3,cftp,SV_5
3,trunk-1,SV_5
3,ifmp,SV_2
4,ipv6-opts,SV_5
4,ax.25,SV_1
3,xnet,SV_5
4,anyprivencscheme,SV_1
4,netblt,SV_1
2,ipv4,SV_4
2,ipv6-frag,SV_1
2,pipe,SV_2
2,l2tp,SV_3
2,any0hopprotocol,SV_2
4,iso-ip,SV_4
4,skip,SV_1
5,compaq-peer,SV_2
3,ggp,SV_3
4,gre,SV_4
3,sprite-rpc,SV_4
5,pnni,SV_3
4,anylocalnetwork,SV_3
4,wsn,SV_5
4,pup,SV_1
4,trunk-1,SV_3
5,3pc,SV_3
2,isis over ipv4,SV_1
2,3pc,SV_2
1,ipv6,SV_4
1,leaf-1,SV_5
2,dsr,SV_4
3,manet,SV_3
3,iptm,SV_2
2,eigrp,SV_1
3,stp,SV_1
5,stp,SV_5
4,tcp,SV_5
5,fire,SV_2
1,egp,SV_3
1,manet,SV_4
5,bna,SV_5
4,pvp,SV_4
1,ipv6-nonxt,SV_1
4,rvd,SV_5
5,ethernet,SV_3
4,ipx-in-ip,SV_1
5,ifmp,SV_2
5,ifmp,SV_5
4,vines,SV_5
4,pnni,SV_5
5,fc,SV_1
2,sm (deprecated),SV_4
2,mobility header,SV_2
1,ax.25,SV_1
1,ippc,SV_5
5,mobility header,SV_5
4,l2tp,SV_3
1,wesp,SV_3
5,uti,SV_3
1,scc-sp,SV_5
1,hopopt,SV_5
4,anyprivencscheme,SV_5
1,rdp,SV_1
4,pim,SV_4
4,hip,SV_4
5,leaf-1,SV_4
2,gmtp,SV_2
4,ddx,SV_4
5,smp,SV_2
5,ipv6-frag,SV_3
4,vines,SV_5
5,prm,SV_3
4,micp (deprecated),SV_3
5,hip,SV_4
1,anyhostprotocol,SV_4
5,skip,SV_2
1,pvp,SV_5
2,trunk-1,SV_1
3,wb-expak,SV_4
3,ipip,SV_4
3,smp,SV_2
5,skip,SV_3
5,dccp,SV_3
1,bna,SV_5
2,any0hopprotocol,SV_1
2,any0hopprotocol,SV_4
2,ipx-in-ip,SV_4
5,sm (deprecated),SV_3
4,wb-mon,SV_1
1,anylocalnetwork,SV_1
2,sprite-rpc,SV_1
5,igmp,SV_5
4,ipv4,SV_1
3,br-sat-mon,SV_5
5,pipe,SV_5
4,anyprivencscheme,SV_4
3,skip,SV_4
3,aggfrag,SV_4
2,rsvp-e2e-ignore,SV_3
2,ifmp,SV_1
4,emcon,SV_1
5,nsfnet-igp,SV_5
1,mtp,SV_1
3,srp,SV_1
3,snp,SV_3
5,reserved,SV_4
1,snp,SV_3
3,pup,SV_4
2,xtp,SV_5
5,igp,SV_2
2,eigrp,SV_2
4,tp++,SV_3
4,cpnx,SV_3
3,argus (deprecated),SV_4
5,sm (deprecated),SV_3
3,vrrp,SV_2
4,hopopt,SV_4
3,xtp,SV_5
3,ifmp,SV_2
5,xtp,SV_1
1,mux,SV_2
1,idpr-cmtp,SV_1
2,mpls-in-ip,SV_5
1,sps,SV_2
2,pgm,SV_3
4,dcn-meas,SV_3
4,larp,SV_1
2,ospfigp,SV_3
2,cbt,SV_4
3,icmp,SV_4
1,ipv6,SV_4
5,l2tp,SV_1
4,st,SV_5
2,any0hopprotocol,SV_3
4,trunk-1,SV_4
3,ptp,SV_2
4,dgp,SV_3
5,netblt,SV_1
4,bbn-rcc-mon,SV_4
5,cftp,SV_2
3,wesp,SV_2
5,tcp,SV_3
2,rdp,SV_5
1,idpr-cmtp,SV_3
4,rvd,SV_1
3,udp,SV_3
1,i-nlsp,SV_1
3,fire,SV_1
3,ipv6-icmp,SV_3
4,ah,SV_4
5,dcn-meas,SV_3
3,ddx,SV_1
2,egp,SV_4
5,crudp,SV_2
2,isis over ipv4,SV_3
2,larp,SV_3
2,ax.25,SV_4
2,scps,SV_2
5,stp,SV_1
3,st,SV_3
4,irtp,SV_4
5,udplite,SV_2
1,iplt,SV_3
2,ipip,SV_1
5,l2tp,SV_1
2,narp,SV_3
5,iptm,SV_4
1,dsr,SV_5
1,ospfigp,SV_4
4,ddp,SV_2
4,ethernet,SV_4
3,ipcomp,SV_1
3,wsn,SV_4
1,nsfnet-igp,SV_3
5,anydfs,SV_2
1,rvd,SV_3
2,reserved,SV_3
4,pup,SV_3
4,prm,SV_3
2,wsn,SV_1
5,micp (deprecated),SV_5
3,wb-expak,SV_4
4,idpr-cmtp,SV_1
3,l2tp,SV_2
2,vines,SV_2
2,ah,SV_3
1,br-sat-mon,SV_5
3,narp,SV_1
3,l2tp,SV_4
5,sat-mon,SV_5
1,nsfnet-igp,SV_2
3,il,SV_1
2,stp,SV_2
4,sps,SV_5
1,ifmp,SV_4
1,bbn-rcc-mon,SV_4
1,stp,SV_3
4,uti,SV_5
4,anydfs,SV_4
4,ipv6-nonxt,SV_5
3,uti,SV_5
3,manet,SV_5
3,mobility header,SV_2
1,mux,SV_4
3,crtp,SV_5
4,smp,SV_3
2,wb-mon,SV_1
1,ipip,SV_5
3,merit-inp,SV_1
2,irtp,SV_2
4,nvp-ii,SV_4
2,igmp,SV_2
3,tcp,SV_5
1,iplt,SV_3
1,sctp,SV_4
5,tcp,SV_2
1,micp (deprecated),SV_4
2,il,SV_2
3,qnx,SV_3
1,a/n,SV_5
3,any0hopprotocol,SV_1
3,ptp,SV_2
2,anylocalnetwork,SV_4
1,idrp,SV_2
3,igmp,SV_5
5,trunk-1,SV_2
1,gmtp,SV_1
5,sctp,SV_3
1,bbn-rcc-mon,SV_5
5,cbt,SV_1
2,igp,SV_3
3,sun-nd,SV_4
5,vines,SV_4
2,ipv6-opts,SV_2
4,swipe (deprecated),SV_3
3,sm (deprecated),SV_2
2,iso-tp4,SV_2
4,ipv6-opts,SV_1
5,uti,SV_1
3,kryptolan,SV_4
1,iptm,SV_4
4,scps,SV_5
5,i-nlsp,SV_2
5,vmtp,SV_1
1,encap,SV_2
4,dsr,SV_3
1,sscopmce,SV_1
3,ipv6-opts,SV_4
3,kryptolan,SV_4
2,anyhostprotocol,SV_4
2,compaq-peer,SV_5
3,tp++,SV_3
3,nsh,SV_3
1,iatp,SV_1
1,ifmp,SV_4
5,ipv6-route,SV_3
4,aris,SV_5
1,bna,SV_5
2,etherip,SV_5
4,ospfigp,SV_4
3,st,SV_4
1,narp,SV_1
4,ipv6-frag,SV_1
2,iatp,SV_2
1,pipe,SV_1
2,nsfnet-igp,SV_2
1,ipv6-icmp,SV_2
4,iptm,SV_3
1,vines,SV_2
4,vines,SV_4
5,compaq-peer,SV_4
5,anylocalnetwork,SV_5
1,bna,SV_4
4,ax.25,SV_2
1,dcn-meas,SV_5
4,nsfnet-igp,SV_3
4,ah,SV_4
2,encap,SV_5
1,stp,SV_3
4,gmtp,SV_4
1,emcon,SV_3
2,tcf,SV_1
5,dgp,SV_1
4,srp,SV_5
5,argus (deprecated),SV_3
4,a/n,SV_5
4,sscopmce,SV_2
1,ah,SV_1
4,igmp,SV_4
2,ospfigp,SV_3
4,sps,SV_2
5,ggp,SV_2
5,icmp,SV_3
1,udp,SV_4
4,pipe,SV_5
2,idrp,SV_2
1,vrrp,SV_4
2,xns-idp,SV_1
3,dsr,SV_4
5,ax.25,SV_1
2,fire,SV_1
1,tcp,SV_5
1,compaq-peer,SV_3
2,any0hopprotocol,SV_4
3,micp (deprecated),SV_1
1,qnx,SV_4
1,sctp,SV_4
5,xns-idp,SV_3
2,ipv6-route,SV_2
2,bna,SV_1
4,sdrp,SV_1
4,ipv4,SV_2
3,tcf,SV_5
1,xtp,SV_2
4,visa,SV_5
3,udplite,SV_2
4,cphb,SV_2
4,mpls-in-ip,SV_4
4,encap,SV_4
1,trunk-2,SV_1
3,cphb,SV_4
2,srp,SV_4
4,scps,SV_2
2,pnni,SV_2
4,sm (deprecated),SV_5
3,aris,SV_1
2,nsfnet-igp,SV_3
4,ifmp,SV_4
2,leaf-1,SV_2
5,crtp,SV_4
5,rdp,SV_3
2,netblt,SV_3
5,leaf-2,SV_4
3,sctp,SV_3
5,mtp,SV_4
5,argus (deprecated),SV_2
4,ptp,SV_3
5,sat-mon,SV_1
4,iso-tp4,SV_5
1,argus (deprecated),SV_2
1,ipcomp,SV_5
3,iptm,SV_2
4,scc-sp,SV_4
4,mobility header,SV_5
4,netblt,SV_3
2,rvd,SV_5
1,cftp,SV_1
4,encap,SV_2
4,ipv6-opts,SV_3
3,hip,SV_3
3,ipv6-opts,SV_1
5,ddx,SV_5
4,pim,SV_5
2,wesp,SV_3
1,qnx,SV_3
5,ipcv,SV_5
3,ipcomp,SV_5
1,ah,SV_5
4,br-sat-mon,SV_3
2,wsn,SV_3
5,mtp,SV_2
3,ah,SV_3
4,ippc,SV_3
2,kryptolan,SV_2
3,bbn-rcc-mon,SV_2
5,icmp,SV_5
5,wesp,SV_2
3,icmp,SV_1
5,3pc,SV_5
1,sps,SV_2
3,cphb,SV_5
4,stp,SV_5
2,rsvp,SV_5
5,gre,SV_2
5,kryptolan,SV_1
4,anyprivencscheme,SV_3
5,pim,SV_5
4,sps,SV_3
1,idpr,SV_1
3,3pc,SV_4
2,min-ipv4,SV_1
5,ax.25,SV_2
3,ippc,SV_3
4,ethernet,SV_4
5,pim,SV_5
3,iso-tp4,SV_1
1,idpr,SV_3
3,snp,SV_1
2,iso-ip,SV_5
1,ipv6-icmp,SV_5
2,visa,SV_2
2,isis over ipv4,SV_3
3,skip,SV_1
1,anydfs,SV_5
2,anyprivencscheme,SV_4
2,idrp,SV_5
5,xtp,SV_1
4,fc,SV_2
4,ipv4,SV_5
5,sm (deprecated),SV_3
3,igmp,SV_2
2,encap,SV_1
2,trunk-2,SV_4
4,wsn,SV_5
4,nvp-ii,SV_2
5,ax.25,SV_4
3,stp,SV_3
4,cphb,SV_2
4,ptp,SV_3
4,rdp,SV_2
3,sun-nd,SV_5
5,ipcomp,SV_3
3,compaq-peer,SV_5
1,hmp,SV_5
5,swipe (deprecated),SV_5
4,icmp,SV_5
3,sm (deprecated),SV_2
1,mux,SV_5
1,idpr,SV_4
3,bna,SV_5
2,sat-mon,SV_2
3,esp,SV_1
1,wb-expak,SV_5
5,pvp,SV_1
1,shim6,SV_2
4,srp,SV_2
4,micp (deprecated),SV_3
1,ethernet,SV_4
3,udp,SV_3
1,ospfigp,SV_1
4,i-nlsp,SV_2
3,ipv6-nonxt,SV_1
1,emcon,SV_5
1,ospfigp,SV_5
2,rvd,SV_2
5,pup,SV_5
4,dcn-meas,SV_1
1,hopopt,SV_4
5,l2tp,SV_4
1,mtp,SV_1
3,ipv6-opts,SV_5
4,tcf,SV_5
4,wb-mon,SV_3
1,scc-sp,SV_5
4,iptm,SV_3
2,hmp,SV_4
3,pgm,SV_2
3,skip,SV_3
1,encap,SV_1
4,anyhostprotocol,SV_2
2,pim,SV_1
2,netblt,SV_5
2,dsr,SV_3
3,sun-nd,SV_1
3,xns-idp,SV_2
5,gre,SV_5
4,i-nlsp,SV_5
3,ptp,SV_2
2,pup,SV_4
4,manet,SV_2
1,vmtp,SV_5
4,idpr,SV_3
3,prm,SV_4
4,narp,SV_4
5,leaf-2,SV_5
5,wb-mon,SV_1
1,br-sat-mon,SV_5
3,xnet,SV_4
3,scc-sp,SV_1
1,bbn-rcc-mon,SV_4
3,tp++,SV_4
1,swipe (deprecated),SV_1
1,mobility header,SV_4
4,tlsp,SV_4
5,sm (deprecated),SV_2
5,crudp,SV_3
4,mpls-in-ip,SV_4
3,iplt,SV_2
2,anyprivencscheme,SV_3
2,scc-sp,SV_5
4,leaf-2,SV_3
1,ipcv,SV_3
3,any0hopprotocol,SV_2
1,cbt,SV_1
1,rsvp-e2e-ignore,SV_4
2,ipv6-opts,SV_3
1,secure-vmtp,SV_4
3,sat-mon,SV_2
4,iplt,SV_2
1,iatp,SV_1
4,snp,SV_3
1,l2tp,SV_1
4,a/n,SV_4
3,iplt,SV_4
4,udp,SV_5
2,ipv6-nonxt,SV_4
2,xns-idp,SV_5
3,prm,SV_5
1,xtp,SV_2
1,idpr-cmtp,SV_3
1,ipv6,SV_4
1,ah,SV_2
2,micp (deprecated),SV_2
2,shim6,SV_4
1,dccp,SV_3
5,stp,SV_3
2,visa,SV_4
1,crtp,SV_2
2,pipe,SV_3
3,smp,SV_5
4,cphb,SV_4
2,igmp,SV_3
2,reserved,SV_5
1,scps,SV_5
3,leaf-1,SV_5
5,dgp,SV_4
5,ddx,SV_2
1,sdrp,SV_3
2,anydfs,SV_4
3,compaq-peer,SV_1
5,iptm,SV_4
1,isis over ipv4,SV_5
2,hmp,SV_1
4,ipx-in-ip,SV_4
1,sps,SV_4
4,ethernet,SV_1
2,aris,SV_4
2,vines,SV_4
5,wesp,SV_3
2,nsfnet-igp,SV_1
5,sprite-rpc,SV_4
4,ax.25,SV_5
2,irtp,SV_5
4,micp (deprecated),SV_5
5,hip,SV_2
3,hopopt,SV_5
5,sat-expak,SV_2
2,cpnx,SV_2
5,anyhostprotocol,SV_1
4,dsr,SV_4
4,swipe (deprecated),SV_3
2,ippc,SV_4
2,scc-sp,SV_1
3,sat-expak,SV_3
5,pim,SV_4
5,tlsp,SV_3
5,udp,SV_4
5,wesp,SV_5
3,pvp,SV_4
5,anyprivencscheme,SV_5
5,mtp,SV_4
3,bbn-rcc-mon,SV_2
2,hopopt,SV_5
3,gre,SV_3
5,cphb,SV_3
3,pgm,SV_4
5,gre,SV_2
2,ipcomp,SV_5
5,vines,SV_1
5,iatp,SV_2
3,cpnx,SV_5
2,leaf-1,SV_3
4,iplt,SV_4
5,aggfrag,SV_5
2,wb-expak,SV_3
5,sctp,SV_3
4,dgp,SV_5
5,min-ipv4,SV_2
2,smp,SV_5
4,merit-inp,SV_5
5,iplt,SV_2
1,mobility header,SV_3
1,anylocalnetwork,SV_1
3,skip,SV_1
5,rsvp,SV_4
4,igmp,SV_1
4,iso-ip,SV_2
5,shim6,SV_2
1,sun-nd,SV_5
4,anyprivencscheme,SV_4
5,i-nlsp,SV_3
5,udp,SV_2
2,crudp,SV_5
2,leaf-2,SV_5
3,tp++,SV_1
1,eigrp,SV_4
2,netblt,SV_5
5,ipv6,SV_5
2,crudp,SV_5
1,vrrp,SV_2
4,ipv6-nonxt,SV_4
2,tcf,SV_2
5,iatp,SV_5
5,dgp,SV_4
5,icmp,SV_3
3,encap,SV_5
3,mtp,SV_5
1,ipv6-route,SV_4
3,ipx-in-ip,SV_2
5,eigrp,SV_5
3,igp,SV_5
4,il,SV_4
5,scps,SV_5
2,encap,SV_2
1,bna,SV_3
2,aris,SV_2
2,ipv6-icmp,SV_5
2,eigrp,SV_5
5,netblt,SV_5
5,ipx-in-ip,SV_5
2,ipv6-route,SV_4
3,anylocalnetwork,SV_4
2,i-nlsp,SV_1
3,ipcv,SV_2
5,srp,SV_3
2,pgm,SV_2
3,egp,SV_2
3,scps,SV_1
4,ipcomp,SV_4
3,any0hopprotocol,SV_2
2,anyprivencscheme,SV_4
2,anydfs,SV_5
5,prm,SV_1
2,shim6,SV_5
4,ipv4,SV_2
4,il,SV_1
5,aris,SV_2
3,chaos,SV_5
3,secure-vmtp,SV_2
4,dccp,SV_4
3,nsh,SV_3
2,ipv6-route,SV_3
1,pipe,SV_3
1,visa,SV_1
3,br-sat-mon,SV_1
3,wb-mon,SV_3
5,irtp,SV_5
4,idpr-cmtp,SV_5
5,anydfs,SV_1
1,pup,SV_4
4,dccp,SV_3
3,larp,SV_1
3,anyprivencscheme,SV_1
1,ah,SV_2
4,sscopmce,SV_5
5,ipip,SV_2
2,emcon,SV_5
5,cphb,SV_2
2,ospfigp,SV_4
1,ipip,SV_4
3,srp,SV_5
3,cftp,SV_4
2,manet,SV_4
4,wb-mon,SV_1
4,rdp,SV_4
1,3pc,SV_1
3,visa,SV_2
2,mfe-nsp,SV_5
1,wsn,SV_2
2,igmp,SV_5
1,chaos,SV_3
3,dsr,SV_4
3,sat-expak,SV_5
2,pnni,SV_1
1,any0hopprotocol,SV_2
5,mtp,SV_2
5,ipv6-icmp,SV_5
4,scps,SV_5
4,i-nlsp,SV_2
4,ippc,SV_5
2,rdp,SV_3
3,trunk-1,SV_5
2,xtp,SV_4
2,ptp,SV_3
2,dccp,SV_5
4,pup,SV_4
5,dccp,SV_1
4,trunk-1,SV_5
3,narp,SV_5
5,tcp,SV_3
1,gmtp,SV_5
3,rsvp,SV_1
4,pim,SV_4
2,ptp,SV_4
1,anylocalnetwork,SV_1
2,st,SV_3
3,ipv6-nonxt,SV_4
4,crtp,SV_5
2,pipe,SV_2
5,vmtp,SV_2
5,ipip,SV_5
3,scps,SV_5
4,sps,SV_4
4,crudp,SV_1
2,wsn,SV_5
5,sscopmce,SV_4
5,rdp,SV_4
1,rohc,SV_4
3,mobility header,SV_3
1,udplite,SV_4
4,gre,SV_2
1,mobility header,SV_3
5,merit-inp,SV_2
4,igmp,SV_1
3,ipv6-route,SV_3
2,pim,SV_5
2,wesp,SV_4
3,ipcv,SV_2
5,vmtp,SV_3
2,cphb,SV_1
1,leaf-2,SV_5
2,ethernet,SV_3
3,ddx,SV_4
